"geneid","length"
"FMO9P",191
"TUBGCP2",396
"TDRD12",6573
"ACY1",942
"MIR8087",4140
"PDZD11",3875
"IKBKG",982
"CLSTN3",955
"RFX5",6855
"CRH",2469
"CDKL5",2928
"EWSAT1",4178
"KRTAP15-1",3466
"SCARNA11",1929
"FAM135A",220
"RNU4ATAC",3480
"MT1DP",623
"KDM3A",1287
"LOC554206",484
"TBRG4",1149
"TMEM186",1603
"ALDH3A1",1991
"C4BPA",2922
"SSR4P1",2903
"OR4Q3",7185
"RGMB-AS1",17449
"MXD3",1050
"ADRA1A",3110
"SPRR2D",4757
"LINC02370",1548
"C1orf109",936
"ACAD9",942
"C8orf88",942
"TRPM2-AS",2563
"C3orf14",1579
"GAPDHS",4358
"BICC1",5200
"ITM2C",4221
"CEBPB-AS1",1287
"LOC100287015",1705
"ZNF230",707
"SNORD114-6",454
"LOC100505622",578
"LINC00954",4102
"BRCC3",2448
"EIPR1",2999
"GBP4",3051
"NCBP2",2487
"ESCO2",269
"RAD50",5102
"POU5F1P4",2094
"PPIA",468
"EFCC1",29490
"FAM71D",5935
"MIR4495",415
"VIL1",3091
"SNORD115-12",4472
"ARHGAP45",7860
"C1orf115",1153
"CBFA2T2",3484
"CCDC77",2606
"DFFA",4015
"FBXO27",4314
"HECW1-IT1",387
"ANGPTL5",4438
"ABCA12",1175
"LOC102606465",2005
"LOC101926942",870
"DUXAP8",2077
"RNF7",2007
"MIR6880",3692
"GPR135",2118
"OR10AG1",3700
"FGFR1OP",3054
"TLE4",1875
"CCT5",1183
"SNORD115-37",4200
"RGS18",6023
"SPDYC",2079
"GRSF1",6889
"LINC02210",1023
"RTBDN",1586
"MIR7515",1125
"SMOC2",2260
"DLG4",1521
"KRT83",2466
"MYO18B",3408
"RNF187",399
"ADAM29",775
"FSCN2",21748
"ST7-AS1",7440
"TGM5",4964
"ANAPC1P1",4657
"GOLGA8A",1497
"TTN",6804
"EI24",2681
"HLA-V",2010
"FAM53B",2010
"LINC00554",6177
"PRDM12",1433
"LOC101928909",5572
"ERBIN",351
"ATP6AP1L",3925
"COPS8",3237
"PCDHB18P",1638
"EIF1AX",4107
"TMEM177",3071
"TUSC7",1540
"TBX1",1613
"LOC100507389",2847
"C1orf94",2944
"NDRG4",1499
"NUTM2B-AS1",1148
"SPECC1",1816
"DCP1A",2509
"UTS2",3823
"UQCR11",3804
"CPB2-AS1",2202
"PRRT3",4289
"APIP",1682
"MAF",866
"SNORD116-8",1790
"MIR4317",2055
"QSOX2",907
"MIR4771-2",1386
"YWHAG",1200
"MIR548F3",1629
"P2RX6",561
"FERD3L",1067
"C8orf89",2158
"MIR4736",1118
"RASGRP1",942
"FXYD5",792
"LOC100129603",2423
"ISCA1",1068
"DBR1",234
"METTL2B",237
"LINC00572",6094
"C2orf68",3061
"LINC01506",1015
"ZNF654",574
"NAT8B",902
"LINC00426",5811
"HPX",5858
"RPL7A",4348
"MAP3K6",4426
"MIR6500",8318
"ALPL",1383
"LINC00996",3352
"SERHL",1230
"AARS",3504
"MIR2467",639
"B9D2",8582
"NUP50-DT",2299
"EP400",4164
"SRSF3",1197
"LINC01491",2192
"CDC14A",3374
"LOC100506422",1423
"LINC00028",2465
"ALDH1L1-AS2",7955
"CCDC85A",3586
"STYXL1",264
"LENG9",736
"IL11",967
"WDR81",4009
"MESD",2613
"ZNF132",264
"C6orf203",285
"VPS11",5127
"DOK3",486
"ZBTB12",9387
"AQP6",4768
"ASAP1",741
"FBXL13",434
"TAF1",950
"UNC13D",3696
"ZNF295-AS1",2013
"CST3",3939
"RPA1",4840
"THEGL",532
"ARMC12",318
"LRP3",273
"SZT2",224
"ST6GALNAC2",293
"IDUA",682
"DUSP13",5198
"SP110",4658
"ULK3",2166
"FLT4",3011
"GNG8",4299
"IL6R",6336
"POTEB",2156
"MROH9",551
"KCNN1",466
"SFR1",8310
"CACHD1",1607
"EPC1",2159
"CBLN4",339
"SALRNA3",835
"PNP",916
"KCNAB3",429
"CLMAT3",3050
"SUN3",2355
"CAP1",8409
"TPRA1",2978
"SNORD83B",5545
"SERPINA5",6539
"GK",1816
"BBS4",756
"LINC00927",806
"SRP9",801
"LRRC72",4567
"FCN1",3138
"SMC3",1096
"WDR34",2354
"LINC00445",3152
"PRDM9",9720
"PLEKHF2",3420
"ABHD17A",2467
"TMED7",923
"HIST1H2BG",10638
"LINC00535",519
"ELMOD2",1672
"LRRC38",738
"LOC102723809",2710
"TAF1A-AS1",5351
"KIF1C",12143
"MINDY2",1710
"SKP2",1363
"ZNF703",2249
"OR52E4",966
"HMGB2",12714
"ZNF584",2959
"FER1L5",2134
"GPR17",8685
"NDUFS5",2895
"MAP3K3",11276
"VPS52",4175
"CEP76",5714
"ZFP69B",2533
"UTP3",6275
"TWIST1",19885
"KCNJ14",97
"MYADM",107
"HR",164
"HMMR-AS1",107
"SNORD116-3",164
"HIPK2",107
"DSCR10",107
"TMTC1",132
"MIR377",107
"LINC02022",107
"DNAI1",164
"LINC01981",149
"PAQR9-AS1",107
"MIR4719",107
"ZNF711",107
"MIR4438",107
"HEY1",65
"RNF216",138
"IQCC",102
"ZNF570",107
"PAGE4",107
"BEND7",92
"BZW1",75
"PRUNE2",135
"GPRC5D",109
"CALML6",107
"LINC02259",105
"KCNK1",107
"TMEM155",115
"METTL7B",107
"KCNA1",79
"FAM86B1",92
"ZSCAN20",132
"ARGFX",107
"PYGO2",165
"MAP4K2",107
"KCNC1",105
"FBXO28",164
"DNAJC19",83
"GGT5",107
"USP2-AS1",136
"PTGDR2",134
"ABHD12",107
"PABPC3",102
"NAIF1",135
"FURIN",107
"NBN",102
"RTL8A",105
"LINC02075",107
"SCARNA23",103
"LINC01572",102
"SNORD113-5",113
"KRT77",135
"TRPC1",131
"LINC02291",142
"KRR1",113
"SPATA13-AS1",164
"SNORA75",104
"SCAMP3",92
"SNORA16B",107
"LAMA5",102
"RNF122",94
"GRAMD4",134
"TTC39A-AS1",113
"PRAMEF6",102
"MIR5681A",106
"PDZK1",103
"CYTIP",106
"STX18-IT1",109
"PDE4B",107
"PWRN1",107
"ADAMTS7",103
"PLPP2",98
"RHO",107
"STARD6",99
"CPEB2",95
"DUSP14",104
"PNPLA1",105
"LOC105369431",107
"SNORA66",107
"F2RL2",104
"ATP10D",147
"BLACE",92
"IDH1-AS1",111
"CASC16",117
"AGFG2",129
"C2CD4D",104
"PLCE1-AS2",114
"ART4",164
"FAM167B",102
"GAS1RR",107
"OR3A3",107
"HBP1",164
"LOC101928307",107
"ID3",101
"LOC645485",102
"SLC25A15",100
"PLEK",107
"MTRNR2L1",107
"IL4R",107
"SRSF12",100
"FUNDC1",107
"CA14",113
"PNKD",102
"SYT17",108
"TK2",107
"CDC40",98
"RSPH10B",107
"SPNS1",113
"LOXL1-AS1",102
"TWSG1",104
"CPVL",107
"CXCL13",107
"KCNIP3",107
"FAM230I",107
"MIR517B",95
"SPDYA",104
"ZMAT5",107
"GPR78",109
"MBL2",127
"RNF113A",107
"NOX4",107
"MIR491",102
"ATP6V1C2",164
"CFAP126",101
"SHROOM2",112
"MIR508",113
"TLX2",107
"TAS2R60",96
"MTLN",107
"AGA",107
"ARSE",107
"LOC101928436",107
"SST",108
"RASGRF2",107
"SLC39A13",73
"LUZP6",129
"GRHPR",102
"LRFN4",107
"CTLA4",107
"KREMEN2",151
"RFC4",107
"HPDL",107
"ZBED3",107
"DMTF1",104
"MCEE",105
"C5orf52",107
"SPINK13",102
"ARSG",109
"LYPD4",110
"MIR3173",107
"CEP170B",107
"SMG1",66
"BMP2K",122
"PRXL2B",107
"ENTPD2",104
"SHISAL2A",101
"RAB5A",137
"NES",114
"MIR3922",107
"ANKRD27",113
"MIR6512",135
"MBTPS2",107
"FRMD6-AS1",104
"AACSP1",103
"PPP1R14B",103
"SLC25A40",167
"LIPF",103
"ZNF383",113
"FIBP",107
"TRAF2",100
"KLHL41",121
"CCDC178",101
"CSPG4P1Y",107
"ANKRD44",107
"COBLL1",107
"STAT1",107
"MIR550B2",102
"SOWAHA",109
"LOC102723692",113
"XRCC5",110
"PIAS1",133
"HNRNPCL4",107
"MIR216B",102
"ADAD1",111
"DNAJC11",108
"ESPNL",102
"COL9A2",100
"OR7A10",105
"LINC00864",107
"NDUFAF2",164
"MORF4L1",112
"LINC01744",102
"LINC01224",108
"OR4X2",107
"TMEM37",164
"CCL1",107
"NCKAP5-AS2",107
"SNORD115-26",130
"MIR4999",171
"ARMC9",107
"SCARNA18B",134
"HAUS1",109
"UBR5-AS1",113
"HIST1H3D",104
"AGGF1",107
"SFTA3",104
"ARMCX5",101
"CHRNB1",107
"C15orf40",94
"FIRRE",114
"PKD1L1",107
"ATP6V0A2",132
"IFFO1",112
"LOC101929577",103
"MRPS34",131
"TMPRSS11F",102
"STXBP5",107
"RABGEF1",107
"MIR3132",102
"PLSCR3",107
"FOXH1",111
"BATF3",116
"NTN5",107
"CMAS",101
"UBE2A",106
"SPRY3",107
"LOC101929066",135
"FRMD7",109
"SUSD6",107
"FMO3",107
"PRMT6",107
"B4GALT1-AS1",125
"MIR6499",107
"LRRC7",102
"FGD5",118
"TXNDC9",137
"LINC02029",133
"MPST",104
"TBC1D9",107
"RAB3C",107
"NR2F2-AS1",104
"COX14",107
"UFSP2",102
"DSTNP2",107
"FAM214B",133
"SPANXN5",134
"C14orf119",107
"TIGD5",107
"MTTP",132
"OVCH1-AS1",131
"MYADML2",104
"MIR520H",107
"SNORD117",107
"LINC01237",164
"RDX",135
"MIR6068",140
"MIR217HG",113
"SALL2",108
"BTBD19",139
"ADAM18",102
"AMT",106
"DMAP1",164
"SEC24B-AS1",106
"NKX2-6",109
"ZNF296",107
"HHIPL1",107
"ATP2A3",109
"SPRY4",107
"MIR7851",113
"IER3",107
"NPIPA1",100
"RIMBP3C",108
"H3F3A",107
"PTN",107
"PPP6R1",107
"LINC01114",138
"NUP35",135
"FFAR1",141
"WWC2-AS1",103
"WRN",148
"OR2L13",107
"ATP10A",132
"GPR83",132
"LOC100270804",107
"LOC643542",109
"ACTL8",113
"MIR635",134
"SMARCAL1",107
"KLHL31",98
"SHANK2-AS3",136
"FAM241A",111
"SIRT3",104
"RPL23AP32",132
"ZSWIM8",107
"SERPINB1",104
"MIR3195",111
"OR10R2",107
"MIR3611",102
"ELOC",108
"IQCF6",107
"QKI",107
"TNFRSF6B",107
"PDE3B",104
"THEMIS2",107
"LOC102723427",137
"SLC25A24",140
"MTR",102
"FAM189B",73
"LOC101930010",104
"ZFY-AS1",107
"DTX1",102
"WFDC5",107
"RP1L1",104
"HSBP1",133
"ZNF735",68
"SPIN4",103
"ZNF192P1",107
"CDH4",107
"MIR500A",102
"KCNK17",107
"MIER2",107
"MYLK4",102
"SUV39H2",103
"OTOAP1",107
"COA5",95
"SPATA21",131
"LINC00911",104
"GSTA5",107
"GRIK4",164
"TRAT1",111
"RPL36AL",123
"LRRC1",110
"CNGA4",103
"ZNF268",96
"ST8SIA5",79
"CRYZ",107
"MSI2",95
"HNF4G",132
"KRTAP4-4",106
"FRG1FP",102
"PLEKHG3",113
"CLNS1A",124
"SYNRG",105
"SRPX2",102
"C14orf28",102
"STEAP3-AS1",107
"MRM1",149
"CCDC117",107
"MIR3151",75
"SLC10A3",109
"MIR6511A1",106
"AKR1C3",117
"SPIN3",102
"MIR4280",107
"LINC01869",102
"NBEAL1",107
"NEDD8",107
"CLK2P1",107
"GPR62",107
"RD3L",105
"UVRAG",80
"RBM11",102
"SPRR1A",126
"DPPA2",107
"SMARCD3",106
"NR1D2",165
"MIR4436B1",106
"INTS8",107
"OSM",102
"MUM1L1",135
"LBHD2",95
"CSRNP1",116
"LOC105370829",132
"LINC00643",107
"PPP4R3A",102
"OTUD1",107
"SNORD108",107
"SLC45A2",101
"PRR15",108
"ANKRD2",107
"GLTP",108
"LINC00701",108
"COMMD9",107
"MPI",107
"LONRF1",107
"ABHD16A",132
"TIFAB",107
"TM4SF19-TCTEX1D2",107
"CHRM4",139
"HIST1H4I",107
"MIR875",110
"PTPN14",101
"MPIG6B",102
"UPP1",95
"ZNF316",140
"APOLD1",105
"ATP7A",107
"KIAA1755",135
"SNORD56B",107
"LINC01436",139
"SLC22A25",102
"SCG2",107
"NF1",111
"CTBP1",101
"RAB39A",69
"PLXNB3",164
"HHLA3",134
"SLC22A13",107
"AHSP",107
"PSME3",107
"TMEM9",108
"ZMYND15",103
"ACTA1",87
"DZIP3",209
"LINC02249",108
"C4A",106
"TMEM38A",102
"NPIPB9",106
"NOP9",107
"LILRA6",107
"NFIA-AS1",119
"OSBPL3",135
"LINC01203",113
"RNPEPL1",102
"PLCL1",95
"ZNF676",107
"UPK2",107
"SHH",104
"FBXW4P1",92
"GFRAL",107
"SNORD115-15",101
"LRRC3-DT",102
"IFNW1",104
"MIR4509-2",132
"TIAM1",107
"LOC200772",136
"PSG10P",102
"GPR88",101
"MIR4289",107
"BCDIN3D-AS1",102
"OR5D18",107
"SEMA4G",164
"CTAGE6",108
"DVL1",107
"ROR1-AS1",101
"MIR581",107
"MIR376B",106
"NAALADL2-AS1",111
"LOC101927402",107
"S100Z",107
"PER4",112
"PRSS8",135
"CELF2-AS1",133
"CLASP2",107
"ADIRF",133
"YLPM1",107
"HLA-DMA",102
"HCN2",131
"TMEM230",104
"OTOR",101
"PRSS12",92
"GMPPB",164
"SUFU",98
"MIR199A2",134
"LDLRAD2",107
"CLEC12A-AS1",107
"MOSMO",135
"SELENOF",163
"RFXAP",104
"MIR3133",106
"TDG",108
"PDK3",133
"CNP",102
"COX15",107
"PEBP4",95
"PARP12",107
"CCDC168",100
"ZNF561-AS1",108
"RRP36",111
"CPXM2",103
"ARLNC1",92
"SLC35C2",104
"WFDC3",69
"SRSF6",107
"IPO9-AS1",162
"LINC01173",103
"CELSR1",107
"RNF151",107
"TYSND1",165
"TDRD10",107
"TXNDC16",113
"COL11A2",105
"NCF2",102
"SLC15A2",104
"SPAG17",104
"TTYH1",214
"DNAAF2",135
"AFAP1L1",102
"GLA",166
"SYMPK",135
"MIR3116-1",107
"LINC00894",102
"ZNF180",107
"UBQLN1",102
"MIR548AP",99
"LINC01351",114
"LINC00322",129
"USP17L12",107
"PCDH10",99
"NPTX2",104
"SH3GL3",114
"RMC1",84
"RPS10P7",106
"MCAM",103
"RPL13",134
"HMGA1",83
"ZC3H3",102
"ITGB1",107
"RMND5B",129
"REG1CP",104
"MIR548A1",100
"BTBD3",104
"GK5",107
"TMEM126B",107
"ZNF32-AS3",112
"KRTAP4-12",107
"STXBP2",106
"CGGBP1",92
"GJD2",107
"VXN",112
"GRB7",107
"ZNF581",107
"ERICH6B",135
"PCDHGA7",329
"ACOT4",107
"ARHGAP39",124
"FLJ42393",135
"PRSS35",106
"SMAP1",104
"HAUS8",118
"LINC02273",107
"EHD3",92
"C16orf71",80
"POU3F4",106
"ANP32D",113
"LINC02608",102
"PLEKHA4",102
"C5",107
"KANSL2",107
"SPSB4",114
"SLC22A17",107
"RARRES1",113
"RBM12",102
"CD1B",100
"MIR3659",107
"LOC101927356",108
"LOC440040",97
"TNNI3",112
"GATA2",71
"SNORD114-2",113
"RYBP",110
"PLAT",102
"ZNF728",139
"DIAPH3-AS2",108
"CCDC141",107
"CIAO1",106
"TMEM145",110
"GSDME",139
"ANKRD42",107
"SUMO1",108
"NAPSB",137
"ATP5PB",119
"LYPD2",101
"AMBP",108
"FOXB1",121
"LEF1-AS1",113
"LIPE",107
"ADAMTSL1",164
"AMZ2P1",106
"SLCO1B3",115
"SEMA6D",114
"CROT",107
"LOC106699570",107
"VPS29",112
"MMP9",107
"NHLRC1",106
"LINC02225",108
"ZSCAN22",105
"CENPU",107
"TTC24",106
"GCC1",107
"FAM169A",164
"WWOX",107
"RPL22L1",99
"TSHZ1",103
"SERTAD3",134
"LINC01046",107
"GMCL1",107
"MIEF2",164
"PIFO",113
"ERC2",101
"PADI2",110
"STOML1",109
"PIGT",107
"BICD1",104
"PCGF6",106
"LINC01210",104
"ITGAM",107
"ZNF514",102
"LOC441204",107
"BMS1P1",107
"SORBS1",107
"FABP12",107
"TAGAP",111
"CACTIN-AS1",107
"MIR3170",113
"CCDC154",111
"LOC101929532",92
"SPDYE8P",107
"CALML5",107
"LOC101928295",113
"SERPINB13",107
"MUC19",105
"EFHD2",101
"MOB3A",119
"VIT",107
"WDR90",105
"ATXN8OS",102
"RIMKLB",164
"NEDD9",102
"SFTPC",132
"COLEC10",107
"CRY1",107
"HIST1H2BF",112
"PXN-AS1",107
"IFNA8",107
"KNSTRN",102
"ADAM20",107
"ST3GAL5",102
"AMACR",110
"CNMD",134
"VEGFB",132
"PLA2G1B",136
"GHR",113
"MYH9",139
"MYBL2",107
"SYCE1",107
"EFS",107
"CD27-AS1",107
"SYT4",113
"PPP1R32",107
"ERN1",142
"SNHG5",102
"SDC2",67
"RNASE7",107
"VPS4B",100
"PHLDB3",113
"COPS2",107
"TBL1X",133
"NABP1",70
"LGSN",133
"MIR6827",107
"LINC02415",107
"IL17RB",105
"SPANXN2",108
"FAM230B",106
"GOLGA2",110
"R3HDM4",107
"FMC1",96
"DMWD",107
"CLEC4F",71
"OTUD6B-AS1",146
"SLC25A6",104
"COX8A",107
"OCA2",101
"LINC01225",107
"WDSUB1",111
"NRIP3",107
"AGPAT4-IT1",104
"ZNF785",107
"OGFRP1",107
"FHL2",107
"PPIAL4F",106
"INPPL1",107
"TEX29",92
"SRRM2",105
"ADGRA2",106
"PLXNA1",101
"PHYKPL",106
"LINC01602",128
"GGTLC1",107
"ENTR1",113
"SELENOM",110
"C1orf229",137
"LINC01879",107
"MBD3L2",103
"FRG1CP",101
"PBX2",107
"DUS2",98
"ARIH2OS",107
"MAP4K4",98
"N4BP2L2",104
"TNRC6C-AS1",107
"GTF2IP4",135
"G6PC",105
"VGLL4",102
"TGM4",139
"ZAR1L",95
"CRELD2",102
"NOL10",72
"ZNF780B",164
"ARHGDIA",134
"CCDC182",121
"CKAP2L",107
"MRPL53",107
"ELMSAN1",107
"LMX1B",107
"LINC00588",107
"LINC00294",102
"ARL4A",164
"C20orf202",106
"AOC4P",128
"FOLR3",107
"KRTAP1-5",133
"LINC01539",107
"MAPK14",101
"ALDH1A3",97
"DNAJC27",84
"IL12A",110
"LOC105373100",87
"HIST1H2AB",70
"SLC25A11",100
"C1QL4",98
"BTLA",96
"INAFM2",96
"FITM1",98
"SNORD116-28",77
"LCMT1-AS2",97
"NPHP3-AS1",110
"ALDH6A1",93
"MIR3668",96
"LOC401442",97
"PIGZ",89
"NR1H3",97
"WDR89",96
"COL11A1",75
"NCK2",95
"TM7SF3",83
"ACER3",110
"AIMP1",88
"NUP62",96
"VILL",137
"SRGAP2",100
"GRK2",91
"TNFSF9",100
"F12",115
"HMOX1",110
"MTMR12",85
"U2AF1L4",110
"PTPRN2",128
"RNF152",87
"EEF1E1",87
"ADGRE3",97
"PMS1",86
"CACNG4",92
"MIR3942",96
"TMEM40",90
"SLC35A5",97
"YIPF5",84
"HOXD3",89
"LOC101930370",94
"SLC44A3",110
"PRSS48",88
"CNBD1",83
"GOLGA6L1",83
"OR2V1",81
"LINC00494",94
"PYCR1",90
"RSC1A1",99
"HHLA1",85
"LINC01854",84
"LINC01821",95
"FAM153A",96
"TRIM31-AS1",97
"C3orf35",85
"MRPL13",110
"GAD1",99
"TEKT2",83
"PAPPA2",84
"CLEC3B",87
"ASIC5",122
"HSD17B12",96
"SYT7",81
"PRSS36",83
"CDK6",74
"EFEMP2",96
"TENM4",98
"LARP4",84
"ABCD3",97
"MIR548B",90
"SNX11",84
"MIR517A",97
"REC8",86
"YOD1",96
"MTMR6",94
"USH2A",82
"UMAD1",84
"MARC2",97
"DRD1",97
"SNX31",110
"TMEM97",97
"ATRNL1",98
"RAPGEFL1",84
"RLN2",97
"UROC1",99
"SERAC1",70
"ALK",87
"CD70",97
"ZNF554",110
"LINC00446",110
"DDX18",97
"DDIAS",72
"SCARNA12",87
"ELF1",95
"TMEM30A",85
"NRN1L",97
"C22orf15",68
"UGT1A3",97
"SCARNA22",95
"KIAA1324",96
"ABCC9",98
"PLOD1",86
"ACKR3",61
"LOC101929243",110
"LOC284798",96
"MIR6515",97
"PPARGC1A",95
"NCOA3",95
"DCAF1",124
"RDH12",110
"MIR7853",87
"MIR6511A4",87
"ZAR1",98
"USP15",89
"EEF2K",87
"LSM11",110
"ARHGAP4",97
"ZNF658",80
"ADAMTS10",82
"HIKESHI",110
"LOC102724589",94
"LECT2",63
"OLMALINC",68
"TEX33",1131
"ZCCHC7",71
"MIR5189",84
"HEBP2",100
"LINC01962",97
"POLR2M",80
"GPC6",91
"TOB1",110
"MIR4486",80
"FDX1",84
"CSGALNACT1",97
"TOPAZ1",94
"STMND1",90
"PPP6C",86
"LINC01197",97
"AKR7A2",97
"DNAJB1",97
"TMEM181",97
"TTC21A",96
"LINC02003",73
"ANKIB1",98
"DHX30",94
"GBA",85
"OR5M3",84
"MARK3",97
"LOC105370586",84
"PWWP2B",87
"MYF5",84
"LINC02341",109
"TMEM244",110
"DACT3-AS1",90
"LOC100507144",83
"MIR6507",94
"LOC105377448",85
"HOXB-AS1",95
"SHQ1",76
"ADGRA1",81
"PPP1R3B",78
"ARNT2",84
"TRAPPC11",84
"WDR20",83
"EBNA1BP2",72
"MIR1185-1",79
"AZGP1",109
"CPSF1",81
"TMEM95",106
"MCM5",96
"MIR130A",81
"ESF1",77
"LINC01730",71
"SAMD14",67
"OVCH1",95
"TRAPPC2L",96
"MIR4443",88
"AP3S2",83
"RRS1",89
"STARD4",97
"LINC00668",88
"AVPR1A",88
"UQCRQ",98
"SNORD114-18",124
"POTED",110
"ANKRD11",84
"DDX20",129
"LINC01618",96
"LENG8",94
"ZSWIM1",96
"LANCL2",110
"TMEM132C",85
"DOCK10",90
"GAS2L3",69
"CTGF",97
"KLF9",96
"RNASEH2C",69
"ZNF443",89
"TBX2-AS1",81
"HNF4A",110
"LOC101929523",87
"RECQL",98
"PRKAA1",96
"MIR938",82
"FBP2",97
"CAT",96
"PFDN1",90
"STK11",87
"ZNF660",75
"TRIB2",97
"CERS4",97
"DHX35",99
"NKIRAS1",1504
"MIR3689F",98
"GAGE13",81
"ATF5",78
"DPP3",87
"EXT2",102
"PIGK",89
"CDK12",96
"P4HTM",97
"NOP58",95
"ZMYM2",94
"OR56A4",97
"ANGPT4",88
"MIR5702",100
"IL24",99
"MIR548AQ",98
"GPC6-AS1",110
"OR2A20P",96
"ZNF626",84
"ATF1",85
"UBN2",73
"LACTB2-AS1",88
"OGFOD1",97
"FAM177B",95
"TAC1",127
"IRF2BP1",88
"HOGA1",98
"TERB2",89
"GNB3",110
"SPSB1",79
"CNPPD1",85
"TBR1",73
"OCLM",80
"RNF103-CHMP3",98
"SIRPD",86
"SEPT14",94
"PTPRR",94
"ARHGEF37",114
"LINC01615",97
"MIR455",96
"XYLB",82
"REST",71
"LINC02401",89
"FAM122C",86
"SCAF4",89
"SLC7A5",83
"LINC02433",98
"DDX56",96
"MIR6885",65
"ADNP-AS1",100
"HCN1",94
"BRAF",98
"HCFC2",82
"KBTBD6",110
"BLNK",95
"HDAC8",73
"TUBA1C",97
"MIR4439",97
"NXF4",95
"GRPR",82
"FCF1",82
"DPYSL5",128
"AOC3",137
"CYP21A1P",65
"SULT2A1",128
"MRPL57",79
"C20orf194",136
"FAM229B",89
"LINC00102",75
"SNHG8",93
"MIR4776-2",95
"PIP",135
"SLC7A9",85
"RHOXF1P1",70
"HADHB",71
"ANXA11",69
"CASTOR3",1559
"NKAPL",69
"MIP",72
"LOC100134317",68
"SELPLG",68
"PROSER2-AS1",69
"CERS6",73
"DEPTOR",66
"AHI1",66
"CNPY2",69
"LRRC63",68
"LINC02579",70
"LOC101928847",68
"HUS1",65
"TSTD1",69
"PDSS1",126
"CRMP1",59
"HIST1H3J",71
"CLEC4E",69
"KIR3DX1",66
"MIR621",68
"IGSF3",126
"CES1P2",126
"UBL4B",70
"C3orf70",126
"MIR1296",126
"SYNPR-AS1",126
"LINC01514",85
"RPL29P2",3163
"ABHD17B",7494
"RHD",2305
"CCL7",2497
"CWC22",2282
"FAM163B",2768
"RPL30",6921
"MIR6815",7352
"CCND1",954
"SNORD109B",4407
"PCNP",48
"LINC02615",53
"LINC02103",115
"CABP2",82
"JMJD7",65
"LOC105378052",84
"KRI1",79
"TM4SF4",79
"LOC105372483",98
"TNNI3K",98
"KLRC2",80
"MIR548M",111
"MIR3179-2",91
"CHCHD7",118
"SS18",114
"MIR575",88
"TRIM9",109
"SYNGR2",4921
"LINC02412",94
"PHF19",83
"IDO2",523
"FBLN7",38
"MPPED1",37
"COPS3",38
"TMEM189-UBE2V1",39
"PACRG-AS1",38
"ZDHHC20",538
"ACSL5",408
"MIR496",406
"ANGPT2",390
"TOP2B",445
"ANAPC16",371
"CAST",444
"ATP6V1F",373
"RNF157-AS1",419
"SLC4A1",414
"SLC30A4",362
"SBK3",623
"MIR5705",426
"CARMIL2",365
"MIR1279",379
"OR2AT4",400
"TBC1D16",405
"CLEC19A",369
"NOXO1",407
"CRLS1",385
"TEX261",397
"SCT",467
"MIR3684",385
"UBXN6",407
"LINC01132",374
"MIR3192",393
"NENF",412
"ETV5",383
"SEC23IP",377
"CPSF4L",380
"DCUN1D4",502
"ZNF846",409
"KLK2",602
"DENND1A",377
"P2RY10",374
"ERAS",375
"LINC00934",402
"SLC7A11-AS1",360
"DTWD2",400
"MIR302F",386
"DCUN1D1",461
"PLEKHA2",403
"NOTO",398
"ATP6V0D2",127
"NABP2",460
"LINC02159",175
"AP1M1",462
"MEF2B",176
"ZNF733P",462
"PLCG1-AS1",33
"LINC00615",72
"LINC00901",70
"ZNF263",1087
"ERMAP",46
"PCK2",441
"PPP1R3E",50
"MAMDC2-AS1",60
"GUCY2F",2730
"MIR6832",50
"RBBP7",61
"LINC01167",60
"LOC154761",463
"TMEM253",512
"PGM5P2",1735
"SLC29A4",468
"ACR",552
"AP5S1",688
"SRSF1",537
"PRSS22",465
"PCAT7",401
"MIR887",380
"MRPL14",373
"PCDHA6",365
"H2BFWT",397
"LINC02069",343
"LOC400867",390
"SERGEF",412
"SNORD98",364
"OR6K3",410
"R3HDM2",388
"CDO1",350
"MIR1206",392
"C2orf78",384
"LINC02186",343
"KCNH2",652
"MXRA5",344
"GAST",455
"ECPAS",552
"SEZ6L2",413
"MIR2116",347
"MIR4668",381
"RPL13AP3",760
"MIRLET7G",387
"ARSA",364
"NTM",50
"LINC01578",51
"OFD1",46
"AMELY",49
"ZNF281",50
"AFAP1",48
"UTS2B",53
"GP6",47
"OTULINL",1651
"MYOM2",348
"LRRC37A",519
"GPR31",395
"GADD45A",352
"MIR3167",404
"TRAPPC12",337
"LOC101928128",473
"IKZF5",338
"LYPLAL1",379
"LOC101928266",340
"LINC01857",566
"MIR4743",341
"TMEM221",360
"TSPAN31",445
"MIR4252",469
"SNORD114-15",410
"ATP7B",425
"LINC01063",394
"TNFAIP8L1",399
"C2orf74",561
"SLC25A26",329
"ZZEF1",484
"NOMO3",440
"EEF1E1-BLOC1S5",467
"LOC101928433",406
"RGMB",343
"OR5L2",464
"CCDC84",409
"CREB3L1",365
"LRRC2",343
"C6orf99",403
"KLK9",537
"LGALS8-AS1",341
"LOC101929352",425
"IFNA6",469
"DHPS",327
"IL12A-AS1",349
"HDAC2",330
"PHACTR1",356
"PRSS57",353
"PCDH17",395
"CES1P1",331
"SMKR1",317
"CYCSP52",336
"LOC100288748",520
"IQSEC1",51
"SNORD69",48
"MIR181A2",54
"VCAN-AS1",59
"PPIAL4A",1078
"MCTS1",60
"MYADML",54
"MAST2",63
"LINC02470",63
"PSMD5",62
"FOXP3",60
"LINC02071",66
"CFP",69
"PAPSS1",60
"MIR8076",56
